,sum_hand,dealer_hand,usable_ace,values,policy
0,0,0,0,-0.051796788325179886,1
1,0,0,1,0.23771841048959164,1
2,0,1,0,-0.005903720692129893,1
3,0,1,1,0.24965821998582247,1
4,0,2,0,0.004323350285575532,1
5,0,2,1,0.2564835086169398,1
6,0,3,0,0.015200341033140365,1
7,0,3,1,0.263603092776312,1
8,0,4,0,0.026280341833699327,1
9,0,4,1,0.2697514773583259,1
10,0,5,0,0.03661481047418985,1
11,0,5,1,0.29158974469338445,1
12,0,6,0,0.0011570882779102154,1
13,0,6,1,0.3319982862835075,1
14,0,7,0,-0.0235457613514471,1
15,0,7,1,0.30988486183311237,1
16,0,8,0,-0.049846200901274514,1
17,0,8,1,0.267500391081921,1
18,0,9,0,-0.06142422512974238,1
19,0,9,1,0.19231661337875958,1
20,0,10,0,-0.0,0
21,0,10,1,-0.0,0
22,1,0,0,-0.03063410090737545,1
23,1,0,1,0.3095101150103635,1
24,1,1,0,0.015512136652237288,1
25,1,1,1,0.3161966190448961,1
26,1,2,0,0.025649433007407883,1
27,1,2,1,0.32212132905311147,1
28,1,3,0,0.03628010816797178,1
29,1,3,1,0.32830059702143594,1
30,1,4,0,0.047067013279592944,1
31,1,4,1,0.33363539246376717,1
32,1,5,0,0.05774131043987797,1
33,1,5,1,0.35259717566938364,1
34,1,6,0,0.02344744162324525,1
35,1,6,1,0.38719933123144573,1
36,1,7,0,-0.0016758270685335243,1
37,1,7,1,0.363841673094881,1
38,1,8,0,-0.028375603405840655,1
39,1,8,1,0.3281459577098871,1
40,1,9,0,-0.039631886134660975,1
41,1,9,1,0.2854028790250167,1
42,1,10,0,-0.0,0
43,1,10,1,-0.0,0
44,2,0,0,-0.09950714041871198,1
45,2,0,1,0.18009271491992493,1
46,2,1,0,-0.052461243401617286,1
47,2,1,1,0.1921191475572461,1
48,2,2,0,-0.03848460127386564,1
49,2,2,1,0.19752730447004022,1
50,2,3,0,-0.02206661328312442,1
51,2,3,1,0.2031635496086867,1
52,2,4,0,-0.005022396659258769,1
53,2,4,1,0.20803039954985084,1
54,2,5,0,0.006294482398452322,1
55,2,5,1,0.22526683763173572,1
56,2,6,0,-0.04456824126423495,1
57,2,6,1,0.2563561683140335,1
58,2,7,0,-0.07023052472000191,1
59,2,7,1,0.23282436033039514,1
60,2,8,0,-0.09759178410435808,1
61,2,8,1,0.1964471169866194,1
62,2,9,0,-0.10940624670702742,1
63,2,9,1,0.15049619177511556,1
64,2,10,0,-0.0,0
65,2,10,1,-0.0,0
66,3,0,0,-0.12001634719062507,1
67,3,0,1,0.17843999424524096,1
68,3,1,0,-0.06420433190894069,1
69,3,1,1,0.19025190275287465,1
70,3,2,0,-0.047501264726990046,1
71,3,2,1,0.1956021339126927,1
72,3,3,0,-0.029761013288512557,1
73,3,3,1,0.20117818075826469,1
74,3,4,0,-0.011301984876479694,1
75,3,4,1,0.20599306808801898,1
76,3,5,0,0.000362169519635737,1
77,3,5,1,0.22304714686045463,1
78,3,6,0,-0.06426836094654147,1
79,3,6,1,0.25383452729003664,1
80,3,7,0,-0.09032259967873647,1
81,3,7,1,0.23075553195257772,1
82,3,8,0,-0.11811845275400483,1
83,3,8,1,0.19486122511878998,1
84,3,9,0,-0.13002448863314695,1
85,3,9,1,0.1489473877862394,1
86,3,10,0,-0.0,0
87,3,10,1,-0.0,0
88,4,0,0,-0.14165972366250318,1
89,4,0,1,0.17686018771796952,1
90,4,1,0,-0.07410446226325149,1
91,4,1,1,0.18846703639575488,1
92,4,2,0,-0.056135184906463034,1
93,4,2,1,0.19376189735052232,1
94,4,3,0,-0.037128574311569955,1
95,4,3,1,0.19928040171006717,1
96,4,4,0,-0.017314499384783907,1
97,4,4,1,0.20404561889656203,1
98,4,5,0,-0.0053184312450474175,1
99,4,5,1,0.22092538362320063,1
100,4,6,0,-0.08519030263745642,1
101,4,6,1,0.25142413513474554,1
102,4,7,0,-0.1115951675628705,1
103,4,7,1,0.22877797541495817,1
104,4,8,0,-0.13977923885569385,1
105,4,8,1,0.19334529906865894,1
106,4,9,0,-0.1517493139730495,1
107,4,9,1,0.14746691338510776,1
108,4,10,0,-0.0,0
109,4,10,1,-0.0,0
110,5,0,0,-0.16418198676293327,1
111,5,0,1,0.17535007853748946,1
112,5,1,0,-0.0835295303250062,1
113,5,1,1,0.1867609141426257,1
114,5,2,0,-0.06434676892842241,1
115,5,2,1,0.19200284769550652,1
116,5,3,0,-0.04412636004915899,1
117,5,3,1,0.19746634820811365,1
118,5,4,0,-0.023015179535218987,1
119,5,4,1,0.2021840865811988,1
120,5,5,0,-0.010678586516295127,1
121,5,5,1,0.21889722758759017,1
122,5,6,0,-0.107387326469749,1
123,5,6,1,0.24912008380983489,1
124,5,7,0,-0.13395958966817206,1
125,5,7,1,0.22688766401870417,1
126,5,8,0,-0.16231037776363438,1
127,5,8,1,0.19189625210897482,1
128,5,9,0,-0.17449759756750954,1
129,5,9,1,0.14605175403108486,1
130,5,10,0,-0.0,0
131,5,10,1,-0.0,0
132,6,0,0,-0.1892837181401578,1
133,6,0,1,0.1739065918208541,1
134,6,1,0,-0.0937472765643188,1
135,6,1,1,0.18513006198889928,1
136,6,2,0,-0.07341978054271209,1
137,6,2,1,0.19032140317232962,1
138,6,3,0,-0.0520581261288287,1
139,6,3,1,0.19573232647830513,1
140,6,4,0,-0.029689464196705637,1
141,6,4,1,0.20040468069151335,1
142,6,5,0,-0.017532094735236762,1
143,6,5,1,0.21695854902413902,1
144,6,6,0,-0.1304221776029033,1
145,6,6,1,0.24691768180808207,1
146,6,7,0,-0.15740992395537634,1
147,6,7,1,0.22508074871346137,1
148,6,8,0,-0.18775596877894207,1
149,6,8,1,0.19051113369162972,1
150,6,9,0,-0.19822037656884567,1
151,6,9,1,0.14469902817797473,1
152,6,10,0,-0.0,0
153,6,10,1,-0.0,0
154,7,0,0,-0.19735091834095414,1
155,7,0,1,0.17252678834171736,1
156,7,1,0,-0.07650063335750726,1
157,7,1,1,0.1835711591948961,1
158,7,2,0,-0.054681334666199045,1
159,7,2,1,0.18871414002517525,1
160,7,3,0,-0.03174538442507948,1
161,7,3,1,0.19407480570716462,1
162,7,4,0,-0.008516196589572655,1
163,7,4,1,0.19870377800284345,1
164,7,5,0,0.01490941573475424,1
165,7,5,1,0.21510540039731071,1
166,7,6,0,-0.06911813898899301,1
167,7,6,1,0.24481244460052426,1
168,7,7,0,-0.15196835591002555,1
169,7,7,1,0.22335355025992049,1
170,7,8,0,-0.18528871211054507,1
171,7,8,1,0.18918712343975572,1
172,7,9,0,-0.19501764088206408,1
173,7,9,1,0.14340598140661948,1
174,7,10,0,-0.0,0
