,sum_hand,dealer_hand,usable_ace,values,policy
0,0,0,0,0.09480930192868703,1
1,0,0,1,1.2018784147424941,1
2,0,1,0,0.30514879041992415,1
3,0,1,1,1.2678123570806346,1
4,0,2,0,0.3602097592489289,1
5,0,2,1,1.3022364079458857,1
6,0,3,0,0.4213402650603933,1
7,0,3,1,1.3381397280224165,1
8,0,4,0,0.48418373588856417,1
9,0,4,1,1.3691446495494748,1
10,0,5,0,0.5639273473546373,1
11,0,5,1,1.4792238928912569,1
12,0,6,0,0.4847461956365859,1
13,0,6,1,1.6820666997039178,1
14,0,7,0,0.3325172477130768,1
15,0,7,1,1.5641592072310413,1
16,0,8,0,0.13999598725123338,1
17,0,8,1,1.3429316161642468,1
18,0,9,0,-0.01454506281989413,1
19,0,9,1,0.9823439280782742,1
20,0,10,0,-0.0,0
21,0,10,1,-0.0,0
22,1,0,0,0.14187889474943896,1
23,1,0,1,1.3056165688916432,1
24,1,1,0,0.35155729295769284,1
25,1,1,1,1.3637229461355083,1
26,1,2,0,0.4070507883528263,1
27,1,2,1,1.3967791650167394,1
28,1,3,0,0.467820535016334,1
29,1,3,1,1.4312543772654367,1
30,1,4,0,0.5298551288694757,1
31,1,4,1,1.4610237417466365,1
32,1,5,0,0.6101649015207193,1
33,1,5,1,1.566734234591961,1
34,1,6,0,0.5328800444259522,1
35,1,6,1,1.7607886203533165,1
36,1,7,0,0.3803374783728294,1
37,1,7,1,1.6412457663209121,1
38,1,8,0,0.1876474201420687,1
39,1,8,1,1.4301694474264928,1
40,1,9,0,0.034250542987095324,1
41,1,9,1,1.117580104083523,1
42,1,10,0,-0.0,0
43,1,10,1,-0.0,0
44,2,0,0,0.028402953132352395,1
45,2,0,1,1.1119865547865313,1
46,2,1,0,0.24036596380408135,1
47,2,1,1,1.1779789502875484,1
48,2,2,0,0.29475561458418215,1
49,2,2,1,1.2102611968096244,1
50,2,3,0,0.3608678127958467,1
51,2,3,1,1.2439229628884056,1
52,2,4,0,0.43173434094981195,1
53,2,4,1,1.2729913675425433,1
54,2,5,0,0.5120055381537355,1
55,2,5,1,1.376119172873195,1
56,2,6,0,0.4198904933696106,1
57,2,6,1,1.5649443087304524,1
58,2,7,0,0.26675060656454735,1
59,2,7,1,1.445361900721511,1
60,2,8,0,0.07328960739137702,1
61,2,8,1,1.2333958435710397,1
62,2,9,0,-0.08094455923076325,1
63,2,9,1,0.9154787866783596,1
64,2,10,0,-0.0,0
65,2,10,1,-0.0,0
66,3,0,0,0.001759208453901766,1
