,sum_hand,dealer_hand,usable_ace,values,policy
0,0,0,0,-0.06780434296347067,1
1,0,0,1,0.3490511648952117,1
2,0,1,0,0.003078928832179566,1
3,0,1,1,0.36700424940477466,1
4,0,2,0,0.01915140895698153,1
5,0,2,1,0.3770120799058691,1
6,0,3,0,0.036743479117550465,1
7,0,3,1,0.38745092957143723,1
8,0,4,0,0.05460996052695979,1
9,0,4,1,0.396465715822086,1
10,0,5,0,0.07205892530630628,1
11,0,5,1,0.4284804791109809,1
12,0,6,0,0.02103013377692253,1
13,0,6,1,0.48763488418415324,1
14,0,7,0,-0.019640034244301666,1
15,0,7,1,0.4545724275911331,1
16,0,8,0,-0.06364570688484733,1
17,0,8,1,0.39181115594721827,1
18,0,9,0,-0.08623451566455498,1
19,0,9,1,0.283417438078255,1
20,0,10,0,-0.0,0
21,0,10,1,-0.0,0
22,1,0,0,-0.03887401514557553,1
23,1,0,1,0.43170484776908064,1
24,1,1,0,0.032044428239664705,1
25,1,1,1,0.44354264412192773,1
26,1,2,0,0.04811303094575416,1
27,1,2,1,0.4524935589730054,1
28,1,3,0,0.06533211407182442,1
29,1,3,1,0.4618288788261816,1
30,1,4,0,0.08276163225073901,1
31,1,4,1,0.4698888836817475,1
32,1,5,0,0.10063196983701213,1
33,1,5,1,0.49852783673044754,1
34,1,6,0,0.05116716581363662,1
35,1,6,1,0.5508766925287758,1
36,1,7,0,0.010074799960560547,1
37,1,7,1,0.516428069211999,1
38,1,8,0,-0.034306828389735367,1
39,1,8,1,0.4615091674253996,1
40,1,9,0,-0.056406244159851904,1
41,1,9,1,0.39081157953836937,1
42,1,10,0,-0.0,0
43,1,10,1,-0.0,0
44,2,0,0,-0.12156869838945626,1
45,2,0,1,0.2807730431968396,1
46,2,1,0,-0.049503889793559075,1
47,2,1,1,0.2988081573571825,1
48,2,2,0,-0.030750110221547364,1
49,2,2,1,0.30715490407320767,1
50,2,3,0,-0.006993187639285138,1
51,2,3,1,0.3158551591409026,1
52,2,4,0,0.01752329606239144,1
53,2,4,1,0.32336790427850653,1
54,2,5,0,0.03587360777021294,1
55,2,5,1,0.34998975271972255,1
56,2,6,0,-0.0306868341091457,1
57,2,6,1,0.3982404011769576,1
58,2,7,0,-0.07236369062109269,1
59,2,7,1,0.3636521816989519,1
60,2,8,0,-0.117478875199189,1
61,2,8,1,0.3079808060543308,1
62,2,9,0,-0.14028460605636386,1
63,2,9,1,0.23342442909906175,1
64,2,10,0,-0.0,0
65,2,10,1,-0.0,0
66,3,0,0,-0.14410579207407864,1
67,3,0,1,0.2789112870333992,1
68,3,1,0,-0.06403796311754971,1
69,3,1,1,0.29666701663151185,1
70,3,2,0,-0.040992019843215634,1
71,3,2,1,0.304945231540553,1
72,3,3,0,-0.015789045255571194,1
73,3,3,1,0.3135743083446524,1
74,3,4,0,0.010277018017867174,1
75,3,4,1,0.3210256172535334,1
76,3,5,0,0.028975970451569907,1
77,3,5,1,0.3474322788409324,1
78,3,6,0,-0.0524430103067764,1
79,3,6,1,0.39533330719348053,1
80,3,7,0,-0.09450648190573917,1
81,3,7,1,0.36132984318292183,1
82,3,8,0,-0.14004932126798544,1
83,3,8,1,0.30625824416937497,1
84,3,9,0,-0.162923814822965,1
85,3,9,1,0.2316344615289159,1
86,3,10,0,-0.0,0
87,3,10,1,-0.0,0
88,4,0,0,-0.16767221078536665,1
89,4,0,1,0.2771446570972878,1
90,4,1,0,-0.07517709953504412,1
91,4,1,1,0.29463527725678784,1
92,4,2,0,-0.050733890312807235,1
93,4,2,1,0.3028484619840194,1
94,4,3,0,-0.024155234146946113,1
95,4,3,1,0.3114099973701084,1
96,4,4,0,0.003385099355578364,1
97,4,4,1,0.3188030091276464,1
98,4,5,0,0.022414426458244822,1
99,4,5,1,0.3450054788099637,1
100,4,6,0,-0.07537631166293149,1
101,4,6,1,0.39257475085879434,1
102,4,7,0,-0.11776285351905932,1
103,4,7,1,0.35912616429909777,1
104,4,8,0,-0.16365546045608856,1
105,4,8,1,0.3046236963953293,1
106,4,9,0,-0.18657685714066594,1
107,4,9,1,0.2299359521557848,1
108,4,10,0,-0.0,0
109,4,10,1,-0.0,0
