,sum_hand,dealer_hand,usable_ace,values,policy
0,0,0,0,-0.02296115338305432,1
1,0,0,1,0.11867048992567847,1
2,0,1,0,-0.005244305084322745,1
3,0,1,1,0.12452771270839098,1
4,0,2,0,-0.001355307871553079,1
5,0,2,1,0.1279525932052205,1
6,0,3,0,0.002615193567625696,1
7,0,3,1,0.1315255073861495,1
8,0,4,0,0.006673192530151553,1
9,0,4,1,0.13461108633885033,1
10,0,5,0,0.01026361299463888,1
11,0,5,1,0.14557392036082115,1
12,0,6,0,-0.004708790719223842,1
13,0,6,1,0.16591942294524759,1
14,0,7,0,-0.013270434721033869,1
15,0,7,1,0.15528046480488,1
16,0,8,0,-0.022112606451856687,1
17,0,8,1,0.13425121647724378,1
18,0,9,0,-0.02553987565274648,1
19,0,9,1,0.09523407187450487,1
20,0,10,0,0.0,0
21,0,10,1,0.0,0
22,1,0,0,-0.01374477468438025,1
23,1,0,1,0.16795895876283048,1
24,1,1,0,0.004332702523562202,1
25,1,1,1,0.17029936561510636,1
26,1,2,0,0.00814124341484436,1
27,1,2,1,0.17313505422244047,1
28,1,3,0,0.01203201945459669,1
29,1,3,1,0.17609275202997968,1
30,1,4,0,0.01598991590061194,1
31,1,4,1,0.17864599225516942,1
32,1,5,0,0.019761476795074347,1
33,1,5,1,0.18772695462301542,1
34,1,6,0,0.005257453102871186,1
35,1,6,1,0.20426185119100437,1
36,1,7,0,-0.003604357435871323,1
37,1,7,1,0.1927075311068822,1
38,1,8,0,-0.012741344111027049,1
39,1,8,1,0.17607456782392003,1
40,1,9,0,-0.01606375969453414,1
41,1,9,1,0.15880844670660335,1
42,1,10,0,0.0,0
43,1,10,1,0.0,0
44,2,0,0,-0.057088070519197516,1
45,2,0,1,0.08177768226156006,1
46,2,1,0,-0.0383576547414949,1
47,2,1,1,0.08771699903206905,1
48,2,2,0,-0.03042746886978345,1
49,2,2,1,0.09021403879138516,1
50,2,3,0,-0.02235377351512749,1
51,2,3,1,0.09281563116205369,1
52,2,4,0,-0.01389698068586272,1
53,2,4,1,0.09506200545756859,1
54,2,5,0,-0.009340721443598833,1
55,2,5,1,0.10301028636992025,1
56,2,6,0,-0.03745045567637487,1
57,2,6,1,0.11722686366823101,1
58,2,7,0,-0.04666808698875119,1
59,2,7,1,0.10547140139986937,1
60,2,8,0,-0.0562201576970043,1
61,2,8,1,0.08831629674233728,1
62,2,9,0,-0.059830066732095726,1
63,2,9,1,0.06899988497654956,1
64,2,10,0,0.0,0
65,2,10,1,0.0,0
66,3,0,0,-0.0725243639473088,1
67,3,0,1,0.08075351849167084,1
68,3,1,0,-0.045831251056411774,1
69,3,1,1,0.08658547921270449,1
70,3,2,0,-0.036911051521959386,1
71,3,2,1,0.08904887456722704,1
72,3,3,0,-0.027831654542185388,1
73,3,3,1,0.0916154691260061,1
74,3,4,0,-0.018301290482451875,1
75,3,4,1,0.09383163020616477,1
76,3,5,0,-0.013447075280126975,1
77,3,5,1,0.1016735485124399,1
78,3,6,0,-0.052267785709699775,1
79,3,6,1,0.11570868174315245,1
80,3,7,0,-0.06177934101241775,1
81,3,7,1,0.10417709646023005,1
82,3,8,0,-0.0716486457793649,1
83,3,8,1,0.08728298897662266,1
84,3,9,0,-0.07533946455452573,1
85,3,9,1,0.06807731016381083,1
86,3,10,0,0.0,0
87,3,10,1,0.0,0
88,4,0,0,-0.08913059047293222,1
89,4,0,1,0.07975992677461413,1
90,4,1,0,-0.05308758490726957,1
91,4,1,1,0.08548773610436573,1
92,4,2,0,-0.04320607015544447,1
93,4,2,1,0.08791849136468559,1
94,4,3,0,-0.03315012549719665,1
95,4,3,1,0.09045113282237786,1
96,4,4,0,-0.02257730223075065,1
97,4,4,1,0.09263798257420582,1
98,4,5,0,-0.017433890349848432,1
99,4,5,1,0.10037671327757092,1
100,4,6,0,-0.06830606009161429,1
101,4,6,1,0.11423581868150906,1
102,4,7,0,-0.07806955369944177,1
103,4,7,1,0.10292142748893815,1
104,4,8,0,-0.08823777452961003,1
105,4,8,1,0.08628052621883982,1
106,4,9,0,-0.09200026297028861,1
107,4,9,1,0.06718227489772101,1
108,4,10,0,0.0,0
109,4,10,1,0.0,0
110,5,0,0,-0.10677536981664303,1
111,5,0,1,0.07879599451179795,1
112,5,1,0,-0.06011584653819367,1
113,5,1,1,0.08442276144702217,1
114,5,2,0,-0.0493006579807316,1
115,5,2,1,0.08682185094430955,1
116,5,3,0,-0.03829619653114084,1
117,5,3,1,0.08932155282632061,1
118,5,4,0,-0.026711357527592305,1
119,5,4,1,0.09147996621484265,1
120,5,5,0,-0.02128018877151792,1
121,5,5,1,0.09911858954225024,1
122,5,6,0,-0.08544151578093184,1
123,5,6,1,0.11280692168140728,1
124,5,7,0,-0.09576414430755036,1
125,5,7,1,0.10170324117350574,1
126,5,8,0,-0.10609406274844213,1
127,5,8,1,0.08530798772248332,1
128,5,9,0,-0.1099816942486259,1
129,5,9,1,0.06631395710226073,1
130,5,10,0,0.0,0
131,5,10,1,0.0,0
132,6,0,0,-0.12650319566746354,1
133,6,0,1,0.07786083634637925,1
134,6,1,0,-0.06749640339776057,1
135,6,1,1,0.08338957707795751,1
136,6,2,0,-0.05578192371222889,1
137,6,2,1,0.0857579460588701,1
138,6,3,0,-0.043865475159968324,1
139,6,3,1,0.08822569163611581,1
140,6,4,0,-0.031290374547430784,1
141,6,4,1,0.0903565175079978,1
142,6,5,0,-0.02580942390080901,1
143,6,5,1,0.0978980217393272,1
144,6,6,0,-0.0984137746424747,1
145,6,6,1,0.11142067832309957,1
146,6,7,0,-0.10984833241941713,1
147,6,7,1,0.10052141862868323,1
148,6,8,0,-0.12223057190374377,1
149,6,8,1,0.08436448022601807,1
150,6,9,0,-0.1252301205271026,1
151,6,9,1,0.06547155924099332,1
152,6,10,0,0.0,0
153,6,10,1,0.0,0
154,7,0,0,-0.1298764517759694,1
155,7,0,1,0.07695359335007752,1
156,7,1,0,-0.05601596714242047,1
157,7,1,1,0.08238723403334255,1
158,7,2,0,-0.04318313340560922,1
159,7,2,1,0.0847257995282199,1
160,7,3,0,-0.030078516051926706,1
161,7,3,1,0.08716254272024548,1
162,7,4,0,-0.016795582767739854,1
163,7,4,1,0.08926660458344682,1
164,7,5,0,-0.0035775460433183346,1
165,7,5,1,0.09671388879619292,1
166,7,6,0,-0.05700496624709894,1
167,7,6,1,0.11007581536354731,1
168,7,7,0,-0.10642648918659228,1
169,7,7,1,0.09937487436878081,1
170,7,8,0,-0.12150659438820625,1
171,7,8,1,0.08344913713243238,1
172,7,9,0,-0.12412463486111996,1
173,7,9,1,0.06465430758453984,1
174,7,10,0,0.0,0
175,7,10,1,0.0,0
176,8,0,0,-0.0896778592851791,1
177,8,0,1,0.07607343223426241,1
178,8,1,0,-0.019594049282268062,1
179,8,1,1,0.1715530850833564,0
180,8,2,0,-0.007361570359892802,1
181,8,2,1,0.1994810372820882,0
182,8,3,0,0.005168566649911875,1
183,8,3,1,0.22846420295445985,0
184,8,4,0,0.017542374124199102,1
185,8,4,1,0.25340543453554015,0
186,8,5,0,0.03458209417754406,1
187,8,5,1,0.3416735681443285,0
188,8,6,0,0.007065164677150204,1
189,8,6,1,0.465921769178099,0
190,8,7,0,-0.04407976740205068,1
191,8,7,1,0.16806318592195205,0
192,8,8,0,-0.09642833125486251,1
193,8,8,1,0.08256111771328208,1
194,8,9,0,-0.10453109049015272,1
195,8,9,1,0.0638614514999208,1
196,8,10,0,0.0,0
197,8,10,1,0.0,0
198,9,0,0,-0.03330495356789743,1
199,9,0,1,0.3251041959702714,0
200,9,1,0,0.024645947511317934,1
201,9,1,1,0.4361160850833564,0
202,9,2,0,0.036168077865594735,1
203,9,2,1,0.4555440372820882,0
204,9,3,0,0.047975889617296555,1
205,9,3,1,0.47578920295445987,0
206,9,4,0,0.059703678024044485,1
207,9,4,1,0.4933564345355401,0
208,9,5,0,0.07500913801982732,1
209,9,5,1,0.5542065681443283,0
210,9,6,0,0.05090222867421318,1
211,9,6,1,0.682343769178099,0
212,9,7,0,0.025983368113984634,1
213,9,7,1,0.655966185921952,0
214,9,8,0,-0.028342225536799,1
215,9,8,1,0.3412974865908975,0
216,9,9,0,-0.06369696506765345,1
217,9,9,1,0.10121162874980195,0
218,9,10,0,0.0,0
219,9,10,1,0.0,0
220,10,0,0,-0.05232889716487619,1
221,10,0,1,0.7029381959702715,0
222,10,1,0,-0.00622161782527361,1
223,10,1,1,0.6897980850833564,0
224,10,2,0,0.0032053095230348844,1
