,state,actions,q_value
0,0,0,18.209127427335588
1,0,1,16.11086904617852
2,0,2,18.248081256155512
3,0,3,18.53935353497425
4,1,0,15.638729808533329
5,1,1,17.232582535253645
6,1,2,15.613607867087579
7,1,3,15.435127486459118
8,2,0,13.573592197914204
9,2,1,10.064241805255454
10,2,2,10.788302061639312
11,2,3,10.563222807027675
12,3,0,13.772418316455285
13,3,1,13.653181416750721
14,3,2,14.41591356243294
15,3,3,13.805125826069329
16,4,0,10.799999999999995
17,4,1,10.799999999999995
18,4,2,11.799999999999995
19,4,3,11.999999999999995
20,5,0,8.999999999999995
21,5,1,5.0
22,5,2,9.999999999999995
23,5,3,3.0
24,6,0,0.0
25,6,1,0.0
26,6,2,0.0
27,6,3,0.0
