,state,actions,q_value
0,0,0,-0.44872833529539113
1,0,1,-0.6467079669625582
2,0,2,2.353289737847305
3,0,3,3.533140928533219
4,1,0,0.533107180991029
5,1,1,5.3346516958134345
6,1,2,0.5319912163010795
7,1,3,0.5316277894480737
8,2,0,3.165137348803788
9,2,1,0.31061269307060413
10,2,2,1.1111127629479784
11,2,3,0.15109517957821014
12,3,0,1.3348839450418748
13,3,1,0.3333337078313582
14,3,2,3.3483333338173673
15,3,3,0.33359085227541846
16,4,0,0.35000000000000003
17,4,1,0.35000000000000003
18,4,2,1.35
19,4,3,3.5
20,5,0,0.5
21,5,1,5.0
22,5,2,1.5
23,5,3,3.0
24,6,0,0.0
25,6,1,0.0
26,6,2,0.0
27,6,3,0.0
