,state,actions,q_value
0,0,0,0.3092195645145426
1,0,1,-0.17012777618071423
2,0,2,2.82986993633994
3,0,3,4.145616773514645
4,1,0,1.1426560699125816
5,1,1,5.714030351085821
6,1,2,1.1502729245467984
7,1,3,1.1422431472526149
8,2,0,3.5451114875915293
9,2,1,0.4199709873322812
10,2,2,1.2500000000000007
11,2,3,0.262991118323299
12,3,0,3.5950016688859234
13,3,1,0.7500507756585801
14,3,2,3.795027676521319
15,3,3,0.7500050051832131
16,4,0,0.8
17,4,1,0.8
18,4,2,1.8
19,4,3,4.0
20,5,0,1.0
21,5,1,5.0
22,5,2,2.0
23,5,3,3.0
24,6,0,0.0
25,6,1,0.0
26,6,2,0.0
27,6,3,0.0
