,state,actions,q_value
0,0,0,1.8869735175089561
1,0,1,0.4276942020578253
2,0,2,3.3043270660005732
3,0,3,4.783705299359357
4,1,0,1.7608563695538364
5,1,1,5.946206075856715
6,1,2,1.769121726566421
7,1,3,1.7642704705711392
8,2,0,2.2882069473338915
9,2,1,0.6672009606223472
10,2,2,1.594152139624108
11,2,3,0.6455047079667924
12,3,0,2.5928916314336496
13,3,1,1.2882876687139062
14,3,2,4.3078048120149175
15,3,3,1.2880989413855615
16,4,0,1.3499961084706502
17,4,1,1.3499993538885764
18,4,2,2.349993021061171
19,4,3,4.499999999999995
20,5,0,1.49987859875464
21,5,1,4.9999999999999964
22,5,2,2.4997716027974666
23,5,3,2.9999999999997544
24,6,0,0.0
25,6,1,0.0
26,6,2,0.0
27,6,3,0.0
