,x,y,target
0,-75.03800964355469,44.81182098388672,-1.0
1,3.9437386989593506,38.40574645996094,-1.0
2,-48.981895446777344,-26.596778869628906,1.0
3,5.996479034423828,-6.137877941131592,-1.0
4,18.181182861328125,28.00579071044922,1.0
5,70.78460693359375,-55.249916076660156,-1.0
6,-77.17533874511719,-24.59979820251465,1.0
7,40.632816314697266,-76.91532135009766,-1.0
8,-22.83449363708496,-50.48847198486328,1.0
9,-44.32234191894531,-19.175689697265625,1.0
10,-64.84339904785156,-54.76716613769531,1.0
11,56.786582946777344,71.38817596435547,1.0
12,-8.358810424804688,8.395425796508789,-1.0
13,-86.15785217285156,-13.696310043334961,1.0
14,-16.368616104125977,16.25660514831543,-1.0
15,-30.02577781677246,58.96391296386719,-1.0
16,26.19078254699707,-44.031524658203125,1.0
17,21.177762985229492,-17.10513687133789,-1.0
18,-24.279876708984375,-65.71204376220703,1.0
19,-50.69970703125,-6.796494483947754,1.0
20,-26.69820213317871,6.098487854003906,1.0
21,53.97871017456055,-59.51586151123047,-1.0
22,19.234128952026367,1.017643690109253,1.0
23,-18.64271354675293,-21.29196548461914,1.0
24,58.725154876708984,40.12383270263672,-1.0
25,-40.08232879638672,-46.291465759277344,1.0
26,-63.45478439331055,-27.859086990356445,1.0
27,23.891122817993164,-12.465752601623535,-1.0
28,72.74759674072266,-0.3601338863372803,-1.0
29,3.4474868774414062,-4.4054975509643555,-1.0
30,-13.697842597961426,-2.3172686100006104,-1.0
31,1.5691555738449097,-59.002811431884766,1.0
32,31.25439453125,70.4623794555664,1.0
33,-7.911349773406982,7.396634578704834,-1.0
34,25.638816833496094,-42.930660247802734,1.0
35,74.9239730834961,2.1559746265411377,-1.0
36,-15.972121238708496,-21.452098846435547,1.0
37,-24.035572052001953,-38.487937927246094,1.0
38,71.8718032836914,-3.523806571960449,-1.0
39,1.2473798990249634,10.377511024475098,1.0
40,58.63361740112305,63.20703125,1.0
41,-35.64240264892578,-10.950946807861328,1.0
42,84.44049072265625,10.891240119934082,-1.0
43,83.7587890625,9.383224487304688,-1.0
44,64.06328582763672,61.416168212890625,1.0
45,44.15363693237305,6.632896900177002,1.0
46,32.580989837646484,-62.67910385131836,-1.0
47,-59.873565673828125,-66.07009887695312,1.0
48,57.081085205078125,6.087473392486572,-1.0
49,-11.705201148986816,32.40787887573242,-1.0
50,57.126712799072266,-58.44670104980469,-1.0
51,-55.80919647216797,29.30595588684082,1.0
52,-21.608476638793945,89.12239074707031,-1.0
53,23.684274673461914,36.564414978027344,-1.0
54,-36.560794830322266,-73.57575225830078,1.0
55,-86.4919204711914,3.4439568519592285,1.0
56,-36.75759506225586,66.5086898803711,-1.0
57,-8.19613265991211,2.716984987258911,-1.0
58,-30.20725440979004,-13.213756561279297,1.0
59,22.083093643188477,-68.13020324707031,-1.0
60,18.700712203979492,-71.01924896240234,-1.0
61,-52.811031341552734,-57.569732666015625,1.0
62,5.07276725769043,-16.190555572509766,-1.0
63,29.671710968017578,10.340572357177734,1.0
64,-31.15478515625,39.3006477355957,-1.0
65,-53.61567687988281,2.69864821434021,-1.0
66,46.83958435058594,-30.39613151550293,-1.0
67,63.49573516845703,1.808014988899231,-1.0
68,2.247466802597046,36.289669036865234,-1.0
69,-10.354787826538086,-78.0422592163086,1.0
70,1.2344475984573364,-30.388959884643555,-1.0
71,-20.253902435302734,79.16639709472656,-1.0
72,35.13093948364258,-4.439157962799072,-1.0
73,-41.671058654785156,-44.90427780151367,1.0
74,-26.203351974487305,-16.01123046875,1.0
75,-44.407291412353516,65.85523223876953,-1.0
76,-21.87584686279297,55.20392608642578,-1.0
77,-54.78946304321289,-62.62112045288086,1.0
78,51.95948028564453,-48.17129898071289,-1.0
79,-63.34443283081055,-27.855085372924805,1.0
80,-65.79873657226562,33.69779968261719,-1.0
81,-15.026660919189453,13.55372142791748,-1.0
82,-67.87741088867188,-1.9684395790100098,1.0
83,84.93629455566406,14.80427360534668,-1.0
84,-6.465206623077393,2.746870994567871,-1.0
85,-68.28776550292969,59.08296203613281,-1.0
86,-32.77323913574219,-14.697758674621582,1.0
87,-52.3727912902832,-35.866249084472656,1.0
88,76.63951110839844,-29.647544860839844,-1.0
89,76.39667510986328,-43.141876220703125,-1.0
90,-49.478546142578125,16.36129379272461,1.0
91,1.6846561431884766,-42.65177917480469,1.0
92,-21.593488693237305,-12.916385650634766,1.0
93,38.77341842651367,-65.80876922607422,-1.0
94,84.53284454345703,12.981111526489258,-1.0
95,28.347036361694336,26.871103286743164,1.0
96,11.564504623413086,5.1944661140441895,1.0
97,-1.5835765600204468,-57.838226318359375,1.0
98,34.68870162963867,-74.71297454833984,-1.0
99,64.8915786743164,38.68263244628906,-1.0
100,72.92951965332031,16.41478729248047,-1.0
101,-52.653446197509766,24.449546813964844,1.0
102,-44.241878509521484,59.43998336791992,1.0
103,-11.265419960021973,92.03617858886719,-1.0
104,-14.115304946899414,28.747331619262695,1.0
105,-7.629178047180176,-36.8425178527832,1.0
106,30.567893981933594,36.75554656982422,-1.0
107,46.53288650512695,20.014856338500977,1.0
108,-13.359455108642578,-41.863304138183594,-1.0
109,-36.806461334228516,14.68073844909668,1.0
110,25.261362075805664,27.542360305786133,1.0
111,-58.03321075439453,39.956119537353516,-1.0
112,-67.9428482055664,31.782426834106445,-1.0
113,-48.727664947509766,53.46217346191406,-1.0
114,25.580320358276367,-38.62484359741211,-1.0
115,29.300695419311523,6.15352201461792,1.0
116,-59.20824432373047,-75.7156753540039,1.0
117,57.19802474975586,-65.02262115478516,-1.0
118,60.03630828857422,-45.95876693725586,-1.0
119,-19.250003814697266,90.87638092041016,-1.0
120,-43.859073638916016,-70.22720336914062,1.0
121,-85.5174789428711,-14.048426628112793,1.0
122,-41.10348892211914,-11.603529930114746,1.0
123,-47.30686950683594,-15.947159767150879,1.0
124,-10.626933097839355,87.3046646118164,-1.0
125,-11.475765228271484,-71.60899353027344,1.0
126,60.464603424072266,-64.48062133789062,-1.0
127,10.826131820678711,-28.29635238647461,-1.0
128,-10.226242065429688,-29.573413848876953,1.0
129,67.6954574584961,-6.427436828613281,-1.0
130,16.43120765686035,3.166672468185425,1.0
131,57.342620849609375,-54.3437385559082,-1.0
132,17.595069885253906,-56.6861572265625,-1.0
133,13.948211669921875,-25.503032684326172,1.0
134,13.440519332885742,14.334115982055664,1.0
135,-8.662817001342773,31.993898391723633,1.0
136,-16.042043685913086,-40.91263961791992,1.0
137,68.84539794921875,-7.220712661743164,-1.0
138,-44.52388381958008,-49.715240478515625,1.0
139,4.442502021789551,-71.17171478271484,1.0
140,-5.803934097290039,85.32447052001953,-1.0
141,-37.16547775268555,13.17051887512207,1.0
142,-13.515372276306152,14.354694366455078,-1.0
143,-26.086807250976562,58.36323547363281,-1.0
144,48.99892044067383,6.3363542556762695,1.0
145,-17.10468101501465,79.2879409790039,1.0
146,-41.141239166259766,-80.02295684814453,1.0
147,-39.25689697265625,16.649423599243164,1.0
148,35.46550369262695,-62.81264114379883,-1.0
149,17.49117088317871,24.21631622314453,1.0
150,18.966079711914062,-67.33377075195312,-1.0
151,-56.30837631225586,-61.814388275146484,1.0
152,11.962672233581543,21.071971893310547,1.0
153,15.84689998626709,4.659748554229736,1.0
154,35.76409912109375,-55.552207946777344,-1.0
155,52.241695404052734,-43.77485275268555,1.0
156,6.639187812805176,-4.5073113441467285,-1.0
157,40.54051971435547,71.77733612060547,1.0
158,-26.304302215576172,-14.308173179626465,1.0
159,-48.699913024902344,30.9616641998291,-1.0
160,-4.416934490203857,39.87693405151367,-1.0
161,-56.397911071777344,10.35073184967041,1.0
162,47.999839782714844,67.8920669555664,1.0
163,2.877610445022583,-47.453121185302734,1.0
164,62.64640808105469,3.070704460144043,-1.0
165,45.01139831542969,-8.520809173583984,-1.0
166,53.735355377197266,67.02913665771484,1.0
167,-44.2745475769043,21.728212356567383,1.0
168,43.662071228027344,55.224822998046875,1.0
169,-36.604225158691406,-16.888835906982422,1.0
170,-57.70600128173828,39.93939971923828,-1.0
171,18.128000259399414,28.1319522857666,1.0
172,18.219146728515625,-1.7965855598449707,1.0
173,-18.743528366088867,-1.5692771673202515,-1.0
174,-62.53386688232422,36.36909103393555,-1.0
175,-53.18160629272461,0.7570462822914124,1.0
176,-53.84934616088867,-29.519384384155273,1.0
177,43.561946868896484,37.39596939086914,-1.0
178,-47.80161666870117,52.25177001953125,1.0
179,-22.732744216918945,40.480064392089844,-1.0
180,46.014251708984375,41.428977966308594,-1.0
181,32.49760437011719,76.09989929199219,1.0
182,-66.15768432617188,33.409828186035156,-1.0
183,63.53598403930664,-21.369211196899414,-1.0
184,-30.912185668945312,-82.6611557006836,1.0
185,-24.978309631347656,58.859092712402344,-1.0
186,18.004980087280273,-69.78453063964844,-1.0
187,61.757293701171875,-48.98816680908203,-1.0
188,61.732505798339844,33.42914962768555,-1.0
189,-59.9571647644043,-26.714527130126953,1.0
190,72.87061309814453,-1.9282231330871582,-1.0
191,30.21631622314453,-69.15785217285156,-1.0
192,-8.196868896484375,88.90109252929688,-1.0
193,-44.43904495239258,-6.558152675628662,1.0
194,-51.72744369506836,-63.23397445678711,1.0
195,19.013751983642578,77.5724868774414,1.0
196,-54.80717849731445,-17.485366821289062,1.0
197,82.52519989013672,20.73444938659668,-1.0
198,14.676992416381836,18.014379501342773,1.0
199,-25.481460571289062,83.66314697265625,-1.0
200,-16.32246208190918,-38.14978790283203,1.0
201,49.90597915649414,75.60559844970703,1.0
202,0.9221209287643433,-2.87319278717041,-1.0
203,-57.07794189453125,10.620147705078125,1.0
204,-27.80442237854004,5.842998027801514,1.0
205,-74.74061584472656,30.993593215942383,-1.0
206,-36.65962600708008,-16.265026092529297,1.0
207,-3.7918198108673096,-15.097906112670898,-1.0
208,30.135000228881836,7.841816425323486,1.0
209,-36.173946380615234,54.90149688720703,-1.0
210,-6.014064788818359,77.94322967529297,-1.0
211,-28.00275421142578,80.06172180175781,-1.0
212,40.35713195800781,-76.93558502197266,-1.0
213,-9.085433006286621,0.6969279050827026,-1.0
214,-56.826171875,-62.048519134521484,1.0
215,52.849525451660156,74.24945068359375,1.0
216,-22.77988624572754,-54.94029998779297,1.0
217,66.06424713134766,-3.0519776344299316,-1.0
218,-0.1640819013118744,74.890869140625,-1.0
219,-47.847049713134766,54.20026779174805,-1.0
220,35.03276443481445,-73.10970306396484,-1.0
221,-10.947745323181152,-68.69182586669922,1.0
222,-79.18115997314453,41.304725646972656,-1.0
223,6.421365737915039,22.527076721191406,1.0
224,-68.05667114257812,3.8091776371002197,1.0
225,33.52520751953125,31.200145721435547,1.0
226,71.7517318725586,-20.815988540649414,-1.0
227,-56.679962158203125,28.748258590698242,1.0
228,-9.387295722961426,45.139923095703125,-1.0
229,2.503230094909668,-14.281315803527832,-1.0
230,-43.3999137878418,16.326576232910156,1.0
231,7.728808403015137,-25.636444091796875,-1.0
232,11.001448631286621,69.2260971069336,1.0
233,-30.087602615356445,-12.900806427001953,1.0
234,43.93073654174805,75.68974304199219,1.0
235,4.74760103225708,-44.99790954589844,-1.0
236,78.39444732666016,29.008419036865234,-1.0
237,-67.54658508300781,32.137813568115234,-1.0
238,24.227487564086914,-38.52573776245117,1.0
239,-62.06957244873047,58.87644577026367,-1.0
240,-59.9654541015625,-16.053356170654297,1.0
