,x,y,target
0,31.26898765563965,79.56497955322266,-1.0
1,-8.661759376525879,43.266571044921875,-1.0
2,-0.6876341700553894,-24.528640747070312,1.0
3,53.01431655883789,-48.850650787353516,-1.0
4,-46.38182830810547,-7.191185474395752,1.0
5,-48.381568908691406,-47.82024383544922,-1.0
6,-23.662364959716797,-62.05747985839844,1.0
7,-66.85704040527344,-51.84779357910156,-1.0
8,-50.746002197265625,-21.0985050201416,1.0
9,-61.35432815551758,-29.58344078063965,1.0
10,-15.259889602661133,27.71456527709961,1.0
11,90.32188415527344,7.262983798980713,1.0
12,23.149995803833008,69.85218811035156,-1.0
13,-30.046079635620117,-79.265625,1.0
14,-43.92378234863281,79.77230072021484,-1.0
15,-43.4338493347168,10.582907676696777,-1.0
16,51.141353607177734,-49.856971740722656,1.0
17,-10.81719970703125,-82.99478149414062,-1.0
18,-10.418852806091309,18.984560012817383,1.0
19,46.48050308227539,9.393491744995117,1.0
20,12.934144020080566,61.56172561645508,1.0
21,2.2938857078552246,1.1167365312576294,-1.0
22,-9.792083740234375,16.923437118530273,1.0
23,-56.30347442626953,-24.048646926879883,1.0
24,61.93998718261719,8.962798118591309,-1.0
25,5.451378345489502,7.937145709991455,1.0
26,51.28760528564453,66.78614044189453,1.0
27,-10.213568687438965,-88.1491470336914,-1.0
28,-39.63160705566406,-47.06223678588867,-1.0
29,61.71015548706055,-51.47220230102539,-1.0
30,61.99943923950195,-29.090410232543945,-1.0
31,39.06772232055664,53.54224395751953,1.0
32,88.45076751708984,-4.977745056152344,1.0
33,-23.389719009399414,65.46930694580078,-1.0
34,39.81695556640625,-70.76959228515625,1.0
35,-31.1386775970459,-29.27686882019043,-1.0
36,-56.39176559448242,-23.866994857788086,1.0
37,-25.86710548400879,-57.72586441040039,1.0
38,-12.755903244018555,-50.81786346435547,-1.0
39,49.78425979614258,-52.963130950927734,1.0
40,26.53193473815918,12.482575416564941,1.0
41,55.151790618896484,56.260009765625,1.0
42,-43.23012161254883,27.342487335205078,-1.0
43,-35.439781188964844,29.481969833374023,-1.0
44,-6.838330268859863,13.800676345825195,1.0
45,16.59660530090332,-47.902488708496094,1.0
46,32.73152542114258,-33.98394775390625,-1.0
47,-67.74535369873047,50.2790641784668,1.0
48,40.3661003112793,-71.8073501586914,-1.0
49,-16.891687393188477,-87.49198150634766,-1.0
50,39.76588821411133,-27.30218505859375,-1.0
51,-35.015098571777344,-18.396926879882812,1.0
52,5.136836051940918,76.0230712890625,-1.0
53,-41.41883087158203,-40.08049392700195,-1.0
54,-14.052058219909668,63.500877380371094,1.0
55,-38.48859786987305,-80.03279876708984,1.0
56,-54.91967010498047,61.249969482421875,-1.0
57,19.546506881713867,-1.8879791498184204,-1.0
58,15.1739501953125,-49.36635208129883,1.0
59,60.89527893066406,8.464089393615723,-1.0
60,-23.94594955444336,-26.59265899658203,-1.0
61,75.76543426513672,-13.40699291229248,1.0
62,1.4532504081726074,-31.82198143005371,-1.0
63,-58.15195846557617,5.625282287597656,1.0
64,9.236510276794434,82.6282958984375,-1.0
65,-69.7500228881836,12.992247581481934,-1.0
66,22.84679412841797,-6.715985298156738,-1.0
67,11.264777183532715,-67.1054458618164,-1.0
68,59.981468200683594,-53.52098083496094,-1.0
69,66.74737548828125,28.266490936279297,1.0
70,-31.088958740234375,-29.907169342041016,-1.0
71,-23.00771713256836,2.830758571624756,-1.0
72,-6.770188808441162,-61.07545471191406,-1.0
73,21.8668212890625,-5.549147129058838,1.0
74,-16.53472900390625,-63.65575408935547,1.0
75,50.818115234375,-14.940624237060547,-1.0
76,58.91568374633789,60.4196891784668,-1.0
77,36.275421142578125,37.81982421875,1.0
78,19.694480895996094,-62.84779739379883,-1.0
79,10.026851654052734,18.56781578063965,1.0
80,-65.88594818115234,43.45163345336914,-1.0
81,-90.27676391601562,7.109551906585693,-1.0
82,-55.5521354675293,-10.555230140686035,1.0
83,-90.67826843261719,-21.693082809448242,-1.0
84,68.22859191894531,24.141618728637695,-1.0
85,25.900196075439453,86.47151947021484,-1.0
86,-12.581733703613281,-35.00457763671875,1.0
87,68.51874542236328,5.619207382202148,1.0
88,-76.63976287841797,-13.194767951965332,-1.0
89,-35.199153900146484,-24.7640438079834,-1.0
90,50.59600067138672,19.838897705078125,1.0
91,1.1853150129318237,-91.05603790283203,1.0
92,16.566152572631836,-51.975547790527344,1.0
93,53.14996337890625,-67.80590057373047,-1.0
94,-12.162116050720215,68.87174224853516,-1.0
95,-6.9040608406066895,70.17023468017578,1.0
96,-66.3928451538086,-6.644638538360596,1.0
97,76.06993103027344,25.82464027404785,1.0
98,-22.650846481323242,-26.886228561401367,-1.0
99,-9.56445026397705,76.99325561523438,-1.0
100,12.079977989196777,-58.01178741455078,-1.0
101,-24.756244659423828,-7.339369773864746,1.0
102,4.180814743041992,92.12763214111328,1.0
103,-40.19332504272461,22.203598022460938,-1.0
104,46.81882095336914,-42.157413482666016,1.0
105,50.33232116699219,0.5022231936454773,1.0
106,-1.7684156894683838,-14.429564476013184,-1.0
107,-96.23271179199219,-19.17141342163086,1.0
108,-24.61322784423828,-52.054481506347656,-1.0
109,-52.03104019165039,-25.7470645904541,1.0
110,2.8569929599761963,35.33696365356445,1.0
111,45.94956588745117,6.371503829956055,-1.0
112,-30.198692321777344,6.339345455169678,-1.0
113,-56.97373962402344,26.039478302001953,-1.0
114,17.809362411499023,-47.014286041259766,-1.0
115,77.54878997802734,25.66413688659668,1.0
116,75.65222930908203,-13.34528636932373,1.0
117,-59.89990997314453,35.422664642333984,-1.0
118,16.09574317932129,-47.27813720703125,-1.0
119,-79.30585479736328,-1.2458614110946655,-1.0
120,74.0260238647461,-28.62662696838379,1.0
121,-30.883018493652344,-72.71533966064453,1.0
122,-45.169593811035156,-20.532184600830078,1.0
123,-53.37185287475586,-26.59564781188965,1.0
124,2.1695401668548584,78.38155364990234,-1.0
125,76.48472595214844,-33.68061828613281,1.0
126,-75.42587280273438,-11.910316467285156,-1.0
127,3.4870991706848145,-66.90655517578125,-1.0
128,0.5802819728851318,61.02252197265625,1.0
129,-48.94807052612305,30.268062591552734,-1.0
130,46.03604507446289,42.96900939941406,1.0
131,25.762882232666016,-5.081625938415527,-1.0
132,1.5780006647109985,-62.163631439208984,-1.0
133,60.45831298828125,7.189542293548584,1.0
134,-8.938403129577637,50.90585708618164,1.0
135,-10.449379920959473,-21.835960388183594,1.0
136,16.104854583740234,-51.3299446105957,1.0
137,-76.80208587646484,-16.350799560546875,-1.0
138,-21.154754638671875,48.413475036621094,1.0
139,55.223609924316406,-28.73003578186035,1.0
140,-6.430115699768066,36.93683624267578,-1.0
141,-25.112356185913086,-34.311641693115234,1.0
142,14.721392631530762,-21.79974937438965,-1.0
143,19.50518798828125,71.84404754638672,-1.0
144,-0.2468128353357315,-87.09237670898438,1.0
145,-21.972570419311523,32.15171813964844,1.0
146,34.84284210205078,36.7849235534668,1.0
147,8.30727481842041,13.217340469360352,1.0
148,-18.91158103942871,-37.690921783447266,-1.0
149,34.16625213623047,29.394100189208984,1.0
150,-60.86301040649414,-49.6982307434082,-1.0
151,74.19618225097656,-32.79579544067383,1.0
152,81.8367691040039,-0.7437301278114319,1.0
153,24.036230087280273,53.74304962158203,1.0
154,12.740388870239258,-82.70083618164062,-1.0
155,-8.970670700073242,-53.403175354003906,1.0
156,39.23927307128906,-72.27012634277344,-1.0
157,24.092370986938477,29.67951202392578,1.0
158,-17.319698333740234,-40.26374816894531,1.0
159,49.604278564453125,56.702571868896484,-1.0
160,3.886086940765381,-64.2734603881836,-1.0
161,67.11811828613281,14.457976341247559,1.0
162,80.02839660644531,-9.9094877243042,1.0
163,15.962116241455078,-52.06346893310547,1.0
164,-47.765480041503906,-51.662193298339844,-1.0
165,-16.679269790649414,-87.8919448852539,-1.0
166,29.63423728942871,19.677160263061523,1.0
167,-44.680973052978516,-18.87531280517578,1.0
168,-5.016729354858398,26.131072998046875,1.0
169,-53.20045852661133,-36.329559326171875,1.0
170,-84.91773986816406,7.948826313018799,-1.0
171,33.82655334472656,29.19944953918457,1.0
172,16.241043090820312,29.71759796142578,1.0
173,16.320701599121094,-12.226628303527832,-1.0
