,sum_hand,dealer_hand,usable_ace,values
0,0,0,0,-0.0056920591998879605
1,0,0,1,0.049651182048247616
2,0,1,0,-0.0015814246263086023
3,0,1,1,0.05221619796449705
4,0,2,0,-0.0007070078215748754
5,0,2,1,0.05366308206827493
6,0,3,0,0.00018549207100591682
7,0,3,1,0.055172667324533464
8,0,4,0,0.0010995819608557126
9,0,4,1,0.05647637498771052
10,0,5,0,0.0018810965461993638
11,0,5,1,0.06111379191624943
12,0,6,0,-0.0017637623719057459
13,0,6,1,0.06973638012562587
14,0,7,0,-0.0036191412485557235
15,0,7,1,0.06545080662721894
16,0,8,0,-0.005460161351213194
17,0,8,1,0.056506828620846605
18,0,9,0,-0.00611006082868247
19,0,9,1,0.03947329420118343
20,0,10,0,0.0
21,0,10,1,0.0
22,1,0,0,-0.003460379655894403
23,1,0,1,0.0751451488320437
24,1,1,0,0.0008039664160218491
25,1,1,1,0.07594980828402367
26,1,2,0,0.0016669807082385073
27,1,2,1,0.0771113223158853
28,1,3,0,0.002548446951297224
29,1,3,1,0.07832291826308604
30,1,4,0,0.0034465640345926283
31,1,4,1,0.07936875536822942
32,1,5,0,0.004281817937187074
33,1,5,1,0.08309512138734639
34,1,6,0,0.0007314965321942511
35,1,6,1,0.08986422284205736
36,1,7,0,-0.0012356733977101641
37,1,7,1,0.08506954224852072
38,1,8,0,-0.0031845175855187147
39,1,8,1,0.07827106738279473
40,1,9,0,-0.003818012737089038
41,1,9,1,0.07212779076923077
42,1,10,0,0.0
43,1,10,1,0.0
44,2,0,0,-0.023816629746857606
45,2,0,1,0.032239945219845245
46,2,1,0,-0.018793206379608556
47,2,1,1,0.0348695801183432
48,2,2,0,-0.01567386451706873
49,2,2,1,0.03586833574510696
50,2,3,0,-0.012501070295857989
51,2,3,1,0.03690870180063724
52,2,4,0,-0.009150839027765137
53,2,4,1,0.03780699525534821
54,2,5,0,-0.007720110517979062
55,2,5,1,0.040988065682294045
56,2,6,0,-0.01938738714470782
57,2,6,1,0.046631705168866645
58,2,7,0,-0.021481501453310462
59,2,7,1,0.041684190295857994
60,2,8,0,-0.0235696705471097
61,2,8,1,0.03456846672735549
62,2,9,0,-0.024285274355939926
63,2,9,1,0.027398423195266277
64,2,10,0,0.0
65,2,10,1,0.0
66,3,0,0,-0.03243712161590981
67,3,0,1,0.03190429736549841
68,3,1,0,-0.02288978144378698
69,3,1,1,0.034504759384615384
70,3,2,0,-0.019211922614474283
71,3,2,1,0.03549295312517069
72,3,3,0,-0.015471665380063726
73,3,3,1,0.036522325392808384
74,3,4,0,-0.01151653780609923
75,3,4,1,0.037411127311788805
76,3,5,0,-0.009906278547109695
77,3,5,1,0.04055914172416933
78,3,6,0,-0.027770119452120032
79,3,6,1,0.04614411870368686
80,3,7,0,-0.02997796576982599
81,3,7,1,0.04125865846153847
82,3,8,0,-0.03218340835544974
83,3,8,1,0.03421967919890761
84,3,9,0,-0.03292978859759813
85,3,9,1,0.027103609940828405
86,3,10,0,0.0
87,3,10,1,0.0
88,4,0,0,-0.04191000984307273
89,4,0,1,0.03157540526900319
90,4,1,0,-0.02692558750295858
91,4,1,1,0.034147330698224856
