,sum_hand,dealer_hand,usable_ace,values
0,0,0,0,-0.0357609723747032
1,0,0,1,0.16401586099589816
2,0,1,0,-0.0075865294437277315
3,0,1,1,0.17206496146077693
4,0,2,0,-0.0013464299468344404
5,0,2,1,0.1767834274613479
6,0,3,0,0.005168883584275086
7,0,3,1,0.1817056150272494
8,0,4,0,0.0118235863239241
9,0,4,1,0.18595639564079114
10,0,5,0,0.01777778749910785
11,0,5,1,0.2010727030231179
12,0,6,0,-0.0055744395972642125
13,0,6,1,0.2290438601369909
14,0,7,0,-0.01978194648703859
15,0,7,1,0.2140985733441144
16,0,8,0,-0.034613167971557404
17,0,8,1,0.1850906280313829
18,0,9,0,-0.04048156725822252
19,0,9,1,0.13212649133214874
20,0,10,0,0.0
21,0,10,1,0.0
22,1,0,0,-0.021222191890879677
23,1,0,1,0.22466998408938493
24,1,1,0,0.007307891080713213
25,1,1,1,0.2283390856664245
26,1,2,0,0.013472127024428817
27,1,2,1,0.2323126328876386
28,1,3,0,0.019846584666961133
29,1,3,1,0.23645701660733576
30,1,4,0,0.026328455498083728
31,1,4,1,0.2400347987970417
32,1,5,0,0.03254807827233142
33,1,5,1,0.2527716435155322
34,1,6,0,0.009927871388258264
35,1,6,1,0.27593341791312725
36,1,7,0,-0.0046617789567017795
37,1,7,1,0.2599015902312157
38,1,8,0,-0.019859733774451202
39,1,8,1,0.2364256490327383
40,1,9,0,-0.025537897390853888
41,1,9,1,0.2105947154949057
42,1,10,0,0.0
43,1,10,1,0.0
44,2,0,0,-0.0770581278541372
45,2,0,1,0.11681755422688417
46,2,1,0,-0.04778486917348631
47,2,1,1,0.1249692273762736
48,2,2,0,-0.03725407293145171
49,2,2,1,0.12851447481301828
50,2,3,0,-0.025865394583842818
51,2,3,1,0.13220855810783197
52,2,4,0,-0.013976747497091248
53,2,4,1,0.13539829803904868
54,2,5,0,-0.0070033582025347905
55,2,5,1,0.1467036628277735
56,2,6,0,-0.04512026641166427
57,2,6,1,0.16694454140025533
58,2,7,0,-0.060181291312904665
59,2,7,1,0.1507188687425598
60,2,8,0,-0.07593439498118737
61,2,8,1,0.12662828145746757
62,2,9,0,-0.08203451109425375
63,2,9,1,0.09820033135219355
64,2,10,0,0.0
65,2,10,1,0.0
66,3,0,0,-0.09530948327208127
67,3,0,1,0.11542317243238495
68,3,1,0,-0.05718296928764817
69,3,1,1,0.12342819310642136
70,3,2,0,-0.04503913754551661
71,3,2,1,0.12692690043291283
72,3,3,0,-0.03246741265296208
73,3,3,1,0.13057259163955423
74,3,4,0,-0.01931480431205948
75,3,4,1,0.1337205573521114
76,3,5,0,-0.012005627555259593
77,3,5,1,0.14487896794706273
78,3,6,0,-0.06260675538958556
79,3,6,1,0.16487261693914917
80,3,7,0,-0.07804374196580366
81,3,7,1,0.1489803509265257
82,3,8,0,-0.0942005158631264
83,3,8,1,0.1252478464137487
84,3,9,0,-0.1003992476637192
85,3,9,1,0.09692455795928015
86,3,10,0,0.0
87,3,10,1,0.0
88,4,0,0,-0.11477270681420948
89,4,0,1,0.11407832665105458
90,4,1,0,-0.06582172835881972
91,4,1,1,0.12194434632672176
92,4,2,0,-0.05254612510503833
93,4,2,1,0.12539826346897867
94,4,3,0,-0.03883436473250236
95,4,3,1,0.128997382420521
96,4,4,0,-0.024463684534855222
97,4,4,1,0.13210514492008335
98,4,5,0,-0.01683183307657295
99,4,5,1,0.14312217922385423
100,4,6,0,-0.08134021193601329
101,4,6,1,0.16287789840604322
102,4,7,0,-0.09712890801262931
103,4,7,1,0.14730685577579566
104,4,8,0,-0.11366081147546835
105,4,8,1,0.12391650368652586
106,4,9,0,-0.1199410643546803
107,4,9,1,0.09569390122238366
108,4,10,0,0.0
109,4,10,1,0.0
110,5,0,0,-0.13524722875907771
111,5,0,1,0.11278166098000772
112,5,1,0,-0.07411799496581878
113,5,1,1,0.1205162598276496
114,5,2,0,-0.05975111024539581
115,5,2,1,0.12392709339987219
116,5,3,0,-0.044940353288794165
117,5,3,1,0.127481414988971
118,5,4,0,-0.029396407855117122
119,5,4,1,0.13055050649815308
120,5,5,0,-0.0214409268298554
121,5,5,1,0.14143161883337418
122,5,6,0,-0.10156511636135412
123,5,6,1,0.16095848354399359
124,5,7,0,-0.11753087331753496
125,5,7,1,0.1456969061504324
126,5,8,0,-0.13424672531376322
127,5,8,1,0.12263304167833759
128,5,9,0,-0.14069977606865897
129,5,9,1,0.09450700005251916
130,5,10,0,0.0
131,5,10,1,0.0
132,6,0,0,-0.1580712287794457
133,6,0,1,0.11153197566830644
134,6,1,0,-0.08295983940075628
135,6,1,1,0.11914267725876196
136,6,2,0,-0.06755292456496621
137,6,2,1,0.12251209546124961
138,6,3,0,-0.051697704484480585
139,6,3,1,0.12602335474182452
140,6,4,0,-0.035012092411855336
141,6,4,1,0.12905527310515214
142,6,5,0,-0.027099695897596372
143,6,5,1,0.1398058107756206
144,6,6,0,-0.11891975113421208
145,6,6,1,0.15911269857826232
146,6,7,0,-0.13597679470568058
147,6,7,1,0.14414922877787895
148,6,8,0,-0.15483538274110678
149,6,8,1,0.12139641587085535
150,6,9,0,-0.16003329009948009
151,6,9,1,0.09336262636549841
152,6,10,0,0.0
153,6,10,1,0.0
154,7,0,0,-0.1634555334078309
155,7,0,1,0.1103282271169602
156,7,1,0,-0.06861134716046358
157,7,1,1,0.11782251312869824
158,7,2,0,-0.051884999964987216
159,7,2,1,0.12115215064576695
160,7,3,0,-0.034634771001102904
161,7,3,1,0.12462204793468368
162,7,4,0,-0.017151803369323558
163,7,4,1,0.12761826102355486
164,7,5,0,0.0002876180160446087
165,7,5,1,0.1382434798873464
166,7,6,0,-0.06751127183627553
167,7,6,1,0.15733909821631772
168,7,7,0,-0.13159739552918787
169,7,7,1,0.1426627542529586
170,7,8,0,-0.15334994760329107
171,7,8,1,0.12020574882488357
172,7,9,0,-0.15800867321125098
173,7,9,1,0.09225968508192992
174,7,10,0,0.0
175,7,10,1,0.0
176,8,0,0,-0.11331680585851336
177,8,0,1,0.10916952787892582
178,8,1,0,-0.023439917555845385
179,8,1,1,0.20580107474681386
180,8,2,0,-0.007532268785450439
181,8,2,1,0.23466511050799166
182,8,3,0,0.008920132726882815
183,8,3,1,0.2646247285130948
184,8,4,0,0.025188633417291058
185,8,4,1,0.29040921288535937
186,8,5,0,0.04728623193559399
187,8,5,1,0.38169048987802423
188,8,6,0,0.011902978008355256
189,8,6,1,0.511463891811605
190,8,7,0,-0.05417914648833605
191,8,7,1,0.21057992602127903
192,8,8,0,-0.1221033845892092
193,8,8,1,0.11906033018035957
194,8,9,0,-0.13333278435746837
195,8,9,1,0.09119721412721894
196,8,10,0,0.0
197,8,10,1,0.0
198,9,0,0,-0.04268516618916868
199,9,0,1,0.3577601289761388
200,9,1,0,0.031838589959866596
201,9,1,1,0.47036407474681385
202,9,2,0,0.046810744162713136
203,9,2,1,0.49072811050799164
204,9,3,0,0.06230204433930886
205,9,3,1,0.5119497285130948
206,9,4,0,0.07770394875442037
207,9,4,1,0.5303602128853594
208,9,5,0,0.09757544515029234
209,9,5,1,0.5942234898780242
210,9,6,0,0.06659767724925124
211,9,6,1,0.7278858918116049
212,9,7,0,0.033431289227779666
213,9,7,1,0.698482926021279
214,9,8,0,-0.036809842957246715
215,9,8,1,0.37805691601090646
216,9,9,0,-0.08205159660623484
217,9,9,1,0.12761985030723713
218,9,10,0,0.0
219,9,10,1,0.0
220,10,0,0,-0.0672081494212455
221,10,0,1,0.7355941289761387
222,10,1,0,-0.0076274273101869725
223,10,1,1,0.7240460747468138
224,10,2,0,0.004677836992533525
225,10,2,1,0.7366371105079916
226,10,3,0,0.017395000330433112
227,10,3,1,0.7498207285130949
228,10,4,0,0.030346949002792268
229,10,4,1,0.7612082128853593
230,10,5,0,0.0424532737496061
231,10,5,1,0.8022054898780242
232,10,6,0,-0.003143095154971961
233,10,6,1,0.8851368918116049
234,10,7,0,-0.03346725706172418
235,10,7,1,0.8964439260212791
236,10,8,0,-0.06587795583179928
237,10,8,1,0.8488169160109065
238,10,9,0,-0.07630225320846677
239,10,9,1,0.6190398503072371
240,10,10,0,0.0
241,10,10,1,0.0
242,11,0,0,0.051812425875167975
243,11,0,1,1.0023181289761387
244,11,1,0,0.10525722553810267
245,11,1,1,0.9660660747468138
246,11,2,0,0.11652976006945662
247,11,2,1,0.9716651105079916
248,11,3,0,0.1280628464842793
249,11,3,1,0.9775377285130948
250,11,4,0,0.1396721413104846
251,11,4,1,0.9826022128853594
252,11,5,0,0.15253827374960613
253,11,5,1,1.0010834898780243
254,11,6,0,0.11459386737108565
255,11,6,1,1.037835891811605
256,11,7,0,0.0856256950775735
257,11,7,1,1.035233926021279
258,11,8,0,0.05508666146816667
259,11,8,1,1.0296359160109065
260,11,9,0,0.047637164671835985
261,11,9,1,1.0271258503072371
262,11,10,0,0.0
263,11,10,1,0.0
264,12,0,0,-0.3473658878464077
265,12,0,1,0.0801241289761388
266,12,1,0,-0.29294419753882045
267,12,1,1,0.08405907474681384
268,12,2,0,-0.25310920416498894
269,12,2,1,0.08636511050799166
270,12,3,0,-0.2088873950874882
271,12,3,1,0.08877072851309481
272,12,4,0,-0.1619167782509366
273,12,4,1,0.09084821288535941
274,12,5,0,-0.14566152555932915
275,12,5,1,0.09824648987802424
276,12,6,0,-0.28666975320897176
277,12,6,1,0.11190989181160499
278,12,7,0,-0.3153897313522441
279,12,7,1,0.10462892602127903
280,12,8,0,-0.34606556924088594
281,12,8,1,0.09045991601090647
282,12,9,0,-0.35596071240267124
283,12,9,1,0.06450185030723714
284,12,10,0,0.0
285,12,10,1,0.0
286,13,0,0,-0.4071417371997991
287,13,0,1,0.0801241289761388
288,13,1,0,-0.2966155965652463
289,13,1,1,0.08405907474681384
290,13,2,0,-0.25310920416498894
291,13,2,1,0.08636511050799166
292,13,3,0,-0.2088873950874882
293,13,3,1,0.08877072851309481
294,13,4,0,-0.1619167782509366
295,13,4,1,0.09084821288535941
296,13,5,0,-0.14566152555932915
297,13,5,1,0.09824648987802424
298,13,6,0,-0.34804631698845323
299,13,6,1,0.11190989181160499
300,13,7,0,-0.376004243110394
301,13,7,1,0.10462892602127903
302,13,8,0,-0.4058566134801222
303,13,8,1,0.09045991601090647
304,13,9,0,-0.41550138932502434
