,sum_hand,dealer_hand,usable_ace,values
0,0,0,0,0.04545351263325677
1,0,0,1,1.1423739454203146
2,0,1,0,0.251872164620752
3,0,1,1,1.2049503469635876
4,0,2,0,0.30499011790129743
5,0,2,1,1.2376407064605075
6,0,3,0,0.36423655437907954
7,0,3,1,1.2717662430788186
8,0,4,0,0.42518575665828506
9,0,4,1,1.3012636052337536
10,0,5,0,0.4998933335909442
11,0,5,1,1.4060990095694346
12,0,6,0,0.4121437457662784
13,0,6,1,1.598678612281809
14,0,7,0,0.26636652554413537
15,0,7,1,1.4868607673407808
16,0,8,0,0.08466431083816743
17,0,8,1,1.276585150838347
18,0,9,0,-0.053965048606906714
19,0,9,1,0.9336840330162666
20,0,10,0,0.0
21,0,10,1,0.0
22,1,0,0,0.09255111105157175
23,1,0,1,1.2461120994530568
24,1,1,0,0.29830758456833933
25,1,1,1,1.3008609360355825
26,1,2,0,0.3518575798227714
27,1,2,1,1.3321834635492322
28,1,3,0,0.41073216557527914
29,1,3,1,1.3648808923402533
30,1,4,0,0.47087188196817636
31,1,4,1,1.3931426974496162
32,1,5,0,0.5461459950450978
33,1,5,1,1.4936093512895272
34,1,6,0,0.4603070860063798
35,1,6,1,1.6774005329549873
36,1,7,0,0.31421737717641995
37,1,7,1,1.563947326452462
38,1,8,0,0.13234616200543906
39,1,8,1,1.3638229819614662
40,1,9,0,-0.005143894393200952
41,1,9,1,1.0689202089407714
42,1,10,0,0.0
43,1,10,1,0.0
44,2,0,0,-0.020897797428783265
45,2,0,1,1.0524820852175893
46,2,1,0,0.18713140566952421
47,2,1,1,1.1151169402073084
48,2,2,0,0.23957727541039298
49,2,2,1,1.1456654953626029
50,2,3,0,0.3038701822471181
51,2,3,1,1.1775494779843179
52,2,4,0,0.37283656232275936
53,2,4,1,1.2051103232668499
54,2,5,0,0.4480730349003586
55,2,5,1,1.3029942895922688
56,2,6,0,0.3473460656063269
57,2,6,1,1.481556221359224
58,2,7,0,0.20066010643173313
59,2,7,1,1.368063460878059
60,2,8,0,0.01801773189597805
61,2,8,1,1.1670493779517537
62,2,9,0,-0.12031434492314008
63,2,9,1,0.8668188914421567
64,2,10,0,0.0
65,2,10,1,0.0
66,3,0,0,-0.04751549835685723
67,3,0,1,1.0505204747598111
68,3,1,0,0.163028171567166
69,3,1,1,1.1127246347602529
70,3,2,0,0.2239969598776276
71,3,2,1,1.143188978357464
72,3,3,0,0.291990648542149
73,3,3,1,1.1749856300295722
74,3,4,0,0.3627554982612065
75,3,4,1,1.2024711100063774
76,3,5,0,0.43828231076509366
77,3,5,1,1.3000924261377826
78,3,6,0,0.3211587551015848
79,3,6,1,1.4782486062027642
80,3,7,0,0.17417804516666724
81,3,7,1,1.3656277232952905
82,3,8,0,-0.008743705067350727
83,3,8,1,1.1654463813717786
84,3,9,0,-0.1468699041423881
85,3,9,1,0.8647877887269051
86,3,10,0,0.0
87,3,10,1,0.0
88,4,0,0,-0.07481858939839987
89,4,0,1,1.0486858750295558
90,4,1,0,0.14861711203204778
91,4,1,1,1.1104872267921435
92,4,2,0,0.2112392971709467
93,4,2,1,1.1408728113782776
94,4,3,0,0.2808343043690603
95,4,3,1,1.1725877866227994
96,4,4,0,0.3532882253814214
97,4,4,1,1.2000027810617935
98,4,5,0,0.4290839308608638
99,4,5,1,1.2973784531260966
100,4,6,0,0.2939724490244508
101,4,6,1,1.4751551531838727
102,4,7,0,0.14688019036450256
103,4,7,1,1.3633496953451048
104,4,8,0,-0.03620644657820085
105,4,8,1,1.1639471759136766
106,4,9,0,-0.1741005716365962
107,4,9,1,0.8628881962402134
108,4,10,0,0.0
109,4,10,1,0.0
110,5,0,0,-0.10250843107634294
111,5,0,1,1.0469700623113345
112,5,1,0,0.13525927769942503
113,5,1,1,1.1083946869698393
114,5,2,0,0.19943705557460223
115,5,2,1,1.1387066120492744
116,5,3,0,0.2705393228913812
117,5,3,1,1.170345199268096
118,5,4,0,0.3445776696598133
119,5,4,1,1.1976942719809722
120,5,5,0,0.42069858833218404
121,5,5,1,1.2948402049887884
122,5,6,0,0.26753636255781854
123,5,6,1,1.4722619956892973
124,5,7,0,0.11937602717190336
125,5,7,1,1.3612191656124557
126,5,8,0,-0.06384186589047884
127,5,8,1,1.16254504129011
128,5,9,0,-0.20142078445833078
129,5,9,1,0.8611115989311663
130,5,10,0,0.0
131,5,10,1,0.0
132,6,0,0,-0.13146588721116348
133,6,0,1,1.045365345361003
134,6,1,0,0.1201772672321337
135,6,1,1,1.1064376353413827
136,6,2,0,0.1857726202529115
137,6,2,1,1.1366806702347396
138,6,3,0,0.25823874853812273
139,6,3,1,1.1682478154152305
140,6,4,0,0.33379260423220597
141,6,4,1,1.1955352347150543
142,6,5,0,0.4091144385761213
143,6,5,1,1.2924663038559905
144,6,6,0,0.225577178620765
145,6,6,1,1.4695561649439164
146,6,7,0,0.08762246858287497
147,6,7,1,1.3592265838529298
148,6,8,0,-0.09498449477174474
149,6,8,1,1.1612336923409197
150,6,9,0,-0.23282779395782277
151,6,9,1,0.8594500330834762
152,6,10,0,0.0
153,6,10,1,0.0
154,7,0,0,-0.1571193165026585
155,7,0,1,1.043864530929258
156,7,1,0,0.1452048860052916
157,7,1,1,1.1046072992897176
158,7,2,0,0.2127983390610361
159,7,2,1,1.1347859045126587
160,7,3,0,0.2873406206088568
161,7,3,1,1.1662862333983917
162,7,4,0,0.3638936660940437
163,7,4,1,1.1935159912326032
164,7,5,0,0.455468860717402
165,7,5,1,1.2902461085543113
166,7,6,0,0.30908699986201577
167,7,6,1,1.4670255318773082
168,7,7,0,0.08325061452482492
169,7,7,1,1.357363018183113
170,7,8,0,-0.10392106547423755
171,7,8,1,1.1600072508594867
172,7,9,0,-0.2369052008553293
173,7,9,1,0.8578960506176134
174,7,10,0,0.0
175,7,10,1,0.0
176,8,0,0,-0.06916581188788276
177,8,0,1,1.0424608915174227
178,8,1,0,0.2222102191141504
179,8,1,1,1.199911111236923
180,8,2,0,0.28801011575272895
181,8,2,1,1.255717065644132
182,8,3,0,0.3607435391524941
183,8,3,1,1.3138062702536335
184,8,4,0,0.4347340805353901
185,8,4,1,1.363910140251817
186,8,5,0,0.5339211409787695
187,8,5,1,1.5416206202292944
188,8,6,0,0.44471798448815325
189,8,6,1,1.8300259422764251
190,8,7,0,0.21615444140644485
191,8,7,1,1.436395846590946
192,8,8,0,-0.05012517846587012
193,8,8,1,1.1588602192432809
194,8,9,0,-0.19278844131893297
195,8,9,1,0.8564426857043084
196,8,10,0,0.0
197,8,10,1,0.0
198,9,0,0,0.05686451785836769
199,9,0,1,1.299822104018355
200,9,1,0,0.32011803046743564
201,9,1,1,1.4644741112369228
202,9,2,0,0.384079945291909
203,9,2,1,1.5117800656441323
204,9,3,0,0.45487937404386597
205,9,3,1,1.5611312702536335
206,9,4,0,0.527082318750626
207,9,4,1,1.603861140251817
208,9,5,0,0.6219462884372429
209,9,5,1,1.7541536202292942
210,9,6,0,0.5403381017673663
211,9,6,1,2.046447942276425
212,9,7,0,0.37169172837555303
213,9,7,1,1.924298846590946
214,9,8,0,0.10217823260319388
215,9,8,1,1.429888989379422
216,9,9,0,-0.1010626170616829
217,9,9,1,0.8985676401183292
218,9,10,0,0.0
219,9,10,1,0.0
220,10,0,0,0.005171839077459855
221,10,0,1,1.677656104018355
222,10,1,0,0.2414105110742507
223,10,1,1,1.7181561112369228
224,10,2,0,0.3003440946881344
225,10,2,1,1.7576890656441322
226,10,3,0,0.3659657927222202
227,10,3,1,1.7990022702536335
228,10,4,0,0.4336054560782881
229,10,4,1,1.834709140251817
230,10,5,0,0.5141339282034084
231,10,5,1,1.9621356202292943
232,10,6,0,0.4056962700511547
233,10,6,1,2.203698942276425
234,10,7,0,0.24272294945248613
235,10,7,1,2.1222598465909464
236,10,8,0,0.04208472186095708
237,10,8,1,1.900648989379422
238,10,9,0,-0.09804261415705347
239,10,9,1,1.389987640118329
240,10,10,0,0.0
241,10,10,1,0.0
242,11,0,0,0.21711850776365924
243,11,0,1,1.944380104018355
244,11,1,0,0.44194701043846224
245,11,1,1,1.960176111236923
246,11,2,0,0.5010123872796262
247,11,2,1,1.9927170656441322
248,11,3,0,0.5651679157991433
249,11,3,1,2.0267192702536336
250,11,4,0,0.6303908022321343
251,11,4,1,2.056103140251817
252,11,5,0,0.7122869282034084
253,11,5,1,2.161013620229294
254,11,6,0,0.6139760075781701
255,11,6,1,2.356397942276425
256,11,7,0,0.4539544186181428
257,11,7,1,2.261049846590946
258,11,8,0,0.2574264224316285
259,11,8,1,2.081467989379422
260,11,9,0,0.12319654149858215
261,11,9,1,1.7980736401183293
262,11,10,0,0.0
263,11,10,1,0.0
264,12,0,0,-0.25824344378849023
265,12,0,1,1.022186104018355
266,12,1,0,-0.028661704946153166
267,12,1,1,1.078169111236923
268,12,2,0,0.026913541125779927
269,12,2,1,1.1074170656441322
270,12,3,0,0.11157063317901922
271,12,3,1,1.1379522702536335
272,12,4,0,0.21008261763550798
273,12,4,1,1.164349140251817
274,12,5,0,0.2903211024293193
275,12,5,1,1.2581766202292943
276,12,6,0,0.13366762467842708
277,12,6,1,1.4304719422764252
278,12,7,0,-0.025466353789879326
279,12,7,1,1.3304448465909462
280,12,8,0,-0.22158659335101016
281,12,8,1,1.1422919893794221
282,12,9,0,-0.35972165456504657
283,12,9,1,0.8354496401183292
284,12,10,0,0.0
285,12,10,1,0.0
286,13,0,0,-0.30806435969532997
287,13,0,1,1.022186104018355
288,13,1,0,-0.07086716816038682
289,13,1,1,1.078169111236923
290,13,2,0,0.01726610791158656
291,13,2,1,1.1074170656441322
292,13,3,0,0.11157063317901922
293,13,3,1,1.1379522702536335
294,13,4,0,0.21008261763550798
295,13,4,1,1.164349140251817
296,13,5,0,0.2903211024293193
297,13,5,1,1.2581766202292943
298,13,6,0,0.07993654428777036
299,13,6,1,1.4304719422764252
300,13,7,0,-0.07745667204485368
301,13,7,1,1.3304448465909462
302,13,8,0,-0.2715229129136684
303,13,8,1,1.1422919893794221
304,13,9,0,-0.40875175138486036
305,13,9,1,0.8354496401183292
306,13,10,0,0.0
307,13,10,1,0.0
308,14,0,0,-0.3548561362440699
309,14,0,1,1.022186104018355
310,14,1,0,-0.07086716816038682
311,14,1,1,1.078169111236923
312,14,2,0,0.01726610791158656
313,14,2,1,1.1074170656441322
314,14,3,0,0.11157063317901922
315,14,3,1,1.1379522702536335
316,14,4,0,0.21008261763550798
317,14,4,1,1.164349140251817
318,14,5,0,0.2903211024293193
319,14,5,1,1.2581766202292943
320,14,6,0,0.02937258432199419
321,14,6,1,1.4304719422764252
322,14,7,0,-0.1263072139897482
323,14,7,1,1.3304448465909462
324,14,8,0,-0.3184396730492458
325,14,8,1,1.1422919893794221
326,14,9,0,-0.4548219941092435
327,14,9,1,0.8354496401183292
328,14,10,0,0.0
329,14,10,1,0.0
330,15,0,0,-0.3986136330886679
331,15,0,1,1.022186104018355
332,15,1,0,-0.07086716816038682
333,15,1,1,1.078169111236923
334,15,2,0,0.01726610791158656
335,15,2,1,1.1074170656441322
336,15,3,0,0.11157063317901922
337,15,3,1,1.1379522702536335
338,15,4,0,0.21008261763550798
339,15,4,1,1.164349140251817
340,15,5,0,0.2903211024293193
341,15,5,1,1.2581766202292943
342,15,6,0,-0.016377856649699152
343,15,6,1,1.4304719422764252
344,15,7,0,-0.171662964869554
345,15,7,1,1.3304448465909462
346,15,8,0,-0.362059123954054
347,15,8,1,1.1422919893794221
348,15,9,0,-0.49757847357918883
349,15,9,1,0.8354496401183292
350,15,10,0,0.0
351,15,10,1,0.0
352,16,0,0,-0.44244211770405245
353,16,0,1,1.022186104018355
354,16,1,0,-0.07086716816038682
355,16,1,1,1.078169111236923
356,16,2,0,0.01726610791158656
357,16,2,1,1.1074170656441322
358,16,3,0,0.11157063317901922
359,16,3,1,1.1379522702536335
360,16,4,0,0.21008261763550798
361,16,4,1,1.164349140251817
362,16,5,0,0.2903211024293193
363,16,5,1,1.2581766202292943
364,16,6,0,-0.08590646434200677
365,16,6,1,1.4304719422764252
366,16,7,0,-0.22214328025416935
367,16,7,1,1.3304448465909462
368,16,8,0,-0.4096869239540539
369,16,8,1,1.1422919893794221
370,16,9,0,-0.545443942809958
371,16,9,1,0.8354496401183292
372,16,10,0,0.0
373,16,10,1,0.0
374,17,0,0,-0.4414424126245065
375,17,0,1,1.022186104018355
376,17,1,0,0.06894183183961317
377,17,1,1,1.078169111236923
378,17,2,0,0.15230010791158655
379,17,2,1,1.1074170656441322
380,17,3,0,0.2420606331790192
381,17,3,1,1.1379522702536335
382,17,4,0,0.332334617635508
383,17,4,1,1.164349140251817
384,17,5,0,0.45575910242931933
385,17,5,1,1.2581766202292943
386,17,6,0,0.2575207331982072
387,17,6,1,1.4304719422764252
388,17,7,0,-0.1481550639007778
389,17,7,1,1.3304448465909462
390,17,8,0,-0.35181809434516886
391,17,8,1,1.1422919893794221
392,17,9,0,-0.47166952217818203
393,17,9,1,0.8354496401183292
394,17,10,0,0.0
395,17,10,1,0.0
396,18,0,0,-0.0636084126245065
397,18,0,1,1.022186104018355
398,18,1,0,0.34365883183961315
399,18,1,1,1.078169111236923
400,18,2,0,0.4178161079115865
401,18,2,1,1.1074170656441322
402,18,3,0,0.49848763317901923
403,18,3,1,1.1379522702536335
404,18,4,0,0.576836617635508
405,18,4,1,1.164349140251817
406,18,5,0,0.7274641024293194
407,18,5,1,1.2581766202292943
408,18,6,0,0.7638837331982071
409,18,6,1,1.4304719422764252
410,18,7,0,0.3397469360992222
411,18,7,1,1.3304448465909462
412,18,8,0,-0.11182709434516888
413,18,8,1,1.1422919893794221
414,18,9,0,-0.23024952217818198
415,18,9,1,0.8354496401183292
416,18,10,0,0.0
417,18,10,1,0.0
418,19,0,0,0.31422658737549347
419,19,0,1,1.022186104018355
420,19,1,0,0.6082218318396132
421,19,1,1,1.078169111236923
422,19,2,0,0.6738791079115865
423,19,2,1,1.1074170656441322
424,19,3,0,0.7458126331790192
425,19,3,1,1.1379522702536335
426,19,4,0,0.816787617635508
427,19,4,1,1.164349140251817
428,19,5,0,0.9399971024293193
429,19,5,1,1.2581766202292943
430,19,6,0,0.9803057331982071
431,19,6,1,1.4304719422764252
432,19,7,0,0.8276499360992222
433,19,7,1,1.3304448465909462
434,19,8,0,0.3589329056548311
435,19,8,1,1.1422919893794221
436,19,9,0,0.011169477821817993
437,19,9,1,0.8354496401183292
438,19,10,0,0.0
439,19,10,1,0.0
440,20,0,0,0.0365905873754935
441,20,0,1,1.022186104018355
442,20,1,0,0.22191683183961317
443,20,1,1,1.078169111236923
444,20,2,0,0.26951610791158653
445,20,2,1,1.1074170656441322
446,20,3,0,0.3226336331790192
447,20,3,1,1.1379522702536335
448,20,4,0,0.377275617635508
449,20,4,1,1.164349140251817
450,20,5,0,0.44402010242931933
451,20,5,1,1.2581766202292943
452,20,6,0,0.36432973319820716
